id,name,value,source,author_id,domain_id
5346,Обеспечение конкурентоспособности предприятия,9,uploaded,1,40
5345,Инновации в современной экономике,16,uploaded,1,283
5342,Учет расчетов с персоналом,9,uploaded,1,40
5341,Учет заработной платы,9,uploaded,1,40
5331,Инструменты проведения организационных изменений,5,uploaded,1,36
5330,Создание обучающей организации,5,uploaded,1,189
5329,Всеобщее управление качеством,9,uploaded,1,36
5328,Реструктуризация управления компанией,7,uploaded,1,34
5327,Модели организационных изменений,7,uploaded,1,36
5326,Принципы управления изменениями,7,uploaded,1,18
5325,Закономерности развития организации,7,uploaded,1,18
5324,Оценки влияния инноваций,6,uploaded,1,283
5323,Методы оценки эффективности инновационной деятельности,10,uploaded,1,283
5322,Система показателей эффективности инновационной деятельности,7,uploaded,1,283
5321,Сметный расчет финансовых результатов,6,uploaded,1,40
5320,Методика формирования конечного финансового результата,6,uploaded,1,40
5319,Анализ финансовых результатов деятельности предприятия,6,uploaded,1,40
5318,Организация анализа результатов инновационной деятельности,7,uploaded,1,283
5317,Виды инвестиционной деятельности,7,uploaded,1,40
5316,Инвестиционная привлекательность инновационного проекта,9,uploaded,1,283
5315,Оценка эффективности инновационного проекта,10,uploaded,1,283
5314,Патентоведение,13,uploaded,1,27
5313,Правовая защита РИД,11,uploaded,1,27
5312,Коммерциализация инноваций,13,uploaded,1,283
5311,Инновационный цикл,9,uploaded,1,283
5310,Технологическое брокерство,10,uploaded,1,40
5309,Система управления проектами,10,uploaded,1,18
5308,Управление инновационными проектами,30,uploaded,1,283
5307,Информационные технологии в реинжиниринге,10,uploaded,1,36
5306,Внедрение перепроектированных процессов,9,uploaded,1,18
5305,Оценка эффективности реинжиниринга,10,uploaded,1,36
5304,Последствия реинжиниринга технологических процессов,10,uploaded,1,36
5303,Этапы реинжиниринга процессов предприятия,10,uploaded,1,36
5302,Подходы к реструктуризации процессов предприятия,9,uploaded,1,36
5301,Классификация технологических процессов,10,uploaded,1,36
5300,Факторы риска реинжиниринга технологических процессов,10,uploaded,1,36
5299,Условия успешного реинжиниринга технологических процессов,10,uploaded,1,36
5298,Практические подходы к реорганизации предприятия,9,uploaded,1,36
5297,Принципы реинжиниринга технологических процессов,10,uploaded,1,36
5296,Каналы сбыта наукоемкой продукции,9,uploaded,1,40
5295,Методы прогнозирования сбыта наукоемкой продукции,8,uploaded,1,40
5294,Методы ценообразования на наукоемкую продукцию,12,uploaded,1,40
5293,Формы организации сервиса инновационных товаров,8,uploaded,1,283
5292,Показатели оценки эффективности реализации маркетинговой программы,10,uploaded,1,40
5291,Особенности продвижения инновационного товара,9,uploaded,1,283
5290,Управления маркетингом инновационных товаров,9,uploaded,1,283
5289,Эффективность маркетингового продвижения инновационных товаров,10,uploaded,1,283
5288,Восприятия инноваций,8,uploaded,1,283
5287,Конкурентоспособность нововведений,13,uploaded,1,40
5286,Анализ наукоемкой продукции,8,uploaded,1,40
5285,Инновационный товар,8,uploaded,1,283
5284,Моделирование процесса принятия управленческих решений,4,uploaded,1,34
5283,Управление затратами в инновационном бизнесе,5,uploaded,1,283
5282,Управление затратами инновационного предприятия,5,uploaded,1,283
5281,Методы учета затрат и калькулирования,8,uploaded,1,40
5280,Центры ответственности,6,uploaded,1,283
5279,Управление затратами,5,uploaded,1,40
5278,Методы комплексной оценки потенциала инноваций,9,uploaded,1,283
5277,Анализ экономической эффективности инноваций,5,uploaded,1,283
5276,Оценка потенциала инноваций,8,uploaded,1,283
5275,Денежные потоки инновационных проектов,8,uploaded,1,283
5274,Оценка затрат на реализацию инновационных проектов,6,uploaded,1,283
5273,Декомпозиция ресурсного потенциала инноваций,6,uploaded,1,283
5272,Финансовые показатели инновационно-инвестиционного проекта,10,uploaded,1,283
5271,Экономическое обоснование инновационно-инвестиционного проекта,8,uploaded,1,283
5270,Управление рисками инновационно-инвестиционного проекта,8,uploaded,1,283
5269,Бизнес-план инновационно-инвестиционного проекта,9,uploaded,1,283
5268,Инвестиционные аспекты процесса производства инноваций,8,uploaded,1,283
5267,Финансирование прикладных исследований,10,uploaded,1,40
5266,Финансирование фундаментальных научных исследований,8,uploaded,1,40
5265,Финансовые аспекты инновационного процесса,12,uploaded,1,283
5264,Диагностика мотивационной среды,6,uploaded,1,29
5263,Мотивационная среда инновационной компании,6,uploaded,1,283
5262,Методы мотивации инноваторства,6,uploaded,1,283
5261,Мотивационная структура человека,6,uploaded,1,29
5260,Виды мотивации,6,uploaded,1,29
5259,Теории мотивации,6,uploaded,1,29
5258,Теоретические основы мотивации инновационной деятельности,6,uploaded,1,283
5257,Организация работ по проектированию бизнес-модели,7,uploaded,1,40
5256,Элементы бизнес-модели,9,uploaded,1,40
5255,Содержательные элементы бизнес-модели,7,uploaded,1,40
5254,Бизнес-моделирование,4,uploaded,1,40
5253,Перспективы развития бизнеса,7,uploaded,1,40
5252,Бизнес-стратегии,8,uploaded,1,40
5251,Открытые бизнес-модели,9,uploaded,1,40
5250,Виды бизнес-моделей,15,uploaded,1,17
5249,Инновационная бизнес-модель,11,uploaded,1,283
5248,﻿Бизнес-модели,9,uploaded,1,40
5247,Интегральная карта жизненного пути,5,uploaded,1,30
5246,Волевая навигация,5,uploaded,1,30
5245,Модель эффективного дня,5,uploaded,1,30
5244,Профессиональная навигация,6,uploaded,1,30
5243,Сценарно-ролевая навигация,5,uploaded,1,30
5242,Организационная навигация,5,uploaded,1,30
5241,Ресурсная навигация личности,5,uploaded,1,30
5240,Жизненные стратегии и цели,5,uploaded,1,30
5239,Гармонизации развития личности,6,uploaded,1,30
5238,Сферы жизнедеятельности личности,8,uploaded,1,30
5237,Смысловая навигация личности,5,uploaded,1,30
5235,Трансфер технологий,19,uploaded,1,36
5234,Коммерциализация РИД,9,uploaded,1,283
5233,Расчет сметы затрат и стоимости НИОКР,8,uploaded,1,37
5232,Организация и планирование НИР и ОКР,8,uploaded,1,37
5231,Материально-техническое обеспечение НИОКР,8,uploaded,1,37
5230,Техническая подготовка производства,7,uploaded,1,36
5229,Научная подготовка производства,8,uploaded,1,36
5228,Система разработки продукта,9,uploaded,1,283
5227,Система инновационного проектирования на предприятиях,9,uploaded,1,283
5226,Управление НИОКР,12,uploaded,1,37
5225,Экономическое обоснование финансирования проектов,8,uploaded,1,40
5224,Модели финансового обеспечения проектов внедрения инноваций,6,uploaded,1,283
5223,Методы финансирования проектов,9,uploaded,1,40
5222,Финансовые ресурсы,7,uploaded,1,40
5221,Планирование ресурсов для инновационного проекта,7,uploaded,1,283
5220,Ресурсы транспортного предприятия,6,uploaded,1,36
5219,Особенности ресурсного обеспечения инноваций,7,uploaded,1,283
5218,Ресурсное обеспечение,9,uploaded,1,283
5217,﻿Инновации,118,uploaded,1,283
5216,Организация улучшения технологических процессов,11,uploaded,1,36
5215,Оценка работы коллектива,11,uploaded,1,40
5214,Оценка кадрового потенциала,11,uploaded,1,40
5213,Оценка системы управления сбытом,11,uploaded,1,40
5212,Оценка системы управления производством,14,uploaded,1,40
5211,Аудит системы управления,11,uploaded,1,40
5210,Диагностика системы управления компании,11,uploaded,1,40
5209,Результативности технологических процессов,11,uploaded,1,36
5208,Показатели эффективности деятельности компании,11,uploaded,1,40
5207,Процедуры проведения управленческого аудита,11,uploaded,1,40
5206,Инструменты управленческого аудита,11,uploaded,1,40
5205,Управленческий аудит,10,uploaded,1,40
5204,﻿Аудит,17,uploaded,1,40
5203,Оценка инновационного потенциала организации,9,uploaded,1,283
5202,Методы выявления проблем в технологическом процессе,8,uploaded,1,36
5201,Планирование ресурсного обеспечения,9,uploaded,1,40
5200,Бережливое производство,9,uploaded,1,36
5199,Ресурсосберегающие технологии,29,uploaded,1,36
5197,Ресурсный потенциал инновации,9,uploaded,1,283
5196,Организация инновационных процессов на основе TQM,8,uploaded,1,283
5195,Функционально-стоимостной анализ,10,uploaded,1,40
5194,Управление производственным процессом,10,uploaded,1,36
5193,Аудит инновационной деятельности,13,uploaded,1,283
5192,Стратегия продвижения новой технологии,13,uploaded,1,40
5191,Трансфер и диффузия инноваций,13,uploaded,1,283
5190,Организация системы сбыта инноваций,13,uploaded,1,283
5189,Маркетинг в сфере услуг,12,uploaded,1,40
5188,Конкурентные стратегии на инновационном рынке,12,uploaded,1,283
5187,Маркетинговая информационная система,13,uploaded,1,17
5186,Инновационная активность,12,uploaded,1,283
5185,Инновационный потенциал,23,uploaded,1,283
5184,Маркетинговые исследования в инновационной сфере,20,uploaded,1,283
5183,Инновационный климат,12,uploaded,1,283
5182,Детерминанты инновационного спроса,13,uploaded,1,283
5181,Рынок инноваций,15,uploaded,1,283
5180,Новизна продукта,12,uploaded,1,283
5173,Направления инвестирования,11,uploaded,1,40
5170,Экономическая сущность инвестиций,10,uploaded,1,40
5169,Эффективность затрат на инновационную деятельность,12,uploaded,1,283
5168,Финансирование стартапов,12,uploaded,1,283
5167,Инновационная деятельности предприятия,10,uploaded,1,283
5166,Инвестиционная деятельность,10,uploaded,1,40
5165,Оценка эффективности инвестиционных проектов,15,uploaded,1,40
5164,Инвестиционная стратегия компании,12,uploaded,1,40
5163,Источники инвестиций,13,uploaded,1,40
5162,Инвестиционная привлекательность инновационных проектов,11,uploaded,1,283
5161,Инвестиционная инфраструктура в РФ,11,uploaded,1,40
5160,Инвестиции в идеи,11,uploaded,1,40
5159,Оценка инновационных проектов,24,uploaded,1,283
5158,Модель тройной спирали,11,uploaded,1,18
5157,﻿Инвестиции,48,uploaded,1,40
5155,Оценка эффективности наукоемкого производства,9,uploaded,1,40
5154,Контроль качества наукоемкой продукции,6,uploaded,1,37
5153,Организационные структуры управления наукоемким производством,11,uploaded,1,36
5152,Особенности подготовки наукоемкого производства,6,uploaded,1,40
5151,Показатели наукоемкости производства,6,uploaded,1,40
5150,Планирование наукоемкого производства,6,uploaded,1,40
5149,Управление бизнесом наукоемких производств,10,uploaded,1,40
5148,Оценка уровня инновационной активности организации,10,uploaded,1,283
5147,Классификация отраслей по степени наукоемкости,6,uploaded,1,40
5146,Развитие наукоемких производств,10,uploaded,1,40
5145,Определение затрат по экономическим элементам,9,uploaded,1,40
5144,Оборотные средства предприятия,12,uploaded,1,40
5143,Основные средства предприятия,10,uploaded,1,40
5142,Состав имущества предприятия,9,uploaded,1,40
5141,Организационно-правовые формы хозяйствования юридических лиц,14,uploaded,1,40
5140,Формы собственности,9,uploaded,1,27
5139,Организационные типы производства,13,uploaded,1,36
5138,Организация производственного процесса,13,uploaded,1,36
5137,Производственный процесс,38,uploaded,1,36
5136,Производственные системы,10,uploaded,1,18
5135,Теоретические основы организации производства,10,uploaded,1,36
5134,﻿Организация производства,92,uploaded,1,36
5133,Государственная поддержка инновационных кластеров,5,uploaded,1,283
5132,Финансовые источники государственной инновационной политики,3,uploaded,1,283
5131,Инновационная политика государства,7,uploaded,1,283
5130,Инновационный сектор национальной экономики,6,uploaded,1,283
5129,Инновационное развитие государства,7,uploaded,1,283
5128,Правовые основы государственного регулирования экономики,9,uploaded,1,27
5127,Государственное регулирование экономики,13,uploaded,1,40
5123,Интеллектуальный капитал,1,uploaded,1,40
5118,Конкуренция экосистем,11,uploaded,1,18
5116,Цифровые экосистемы,10,uploaded,1,18
5115,Сетевая организационная структура экосистемы,10,uploaded,1,18
5109,Рынки ИКТ,8,uploaded,1,40
5108,Сквозные технологии,8,uploaded,1,40
5107,Сетевые эффекты,8,uploaded,1,40
5106,Большие данные,23,uploaded,1,14
5105,Цифровые рынки,8,uploaded,1,40
5104,Вызовы цифровой экономики,8,uploaded,1,40
5103,Факторы развития цифровой экономики,8,uploaded,1,40
5102,Экосистема цифровой экономики,8,uploaded,1,40
5101,﻿Цифровая экономика,21,uploaded,1,40
5100,Угрозы применения индустриального интернета,9,uploaded,1,180
5099,Модели промышленного интернета,9,uploaded,1,40
5098,Составляющие индустриального интернета,9,uploaded,1,40
5097,Принципы автоматизации процесса,11,uploaded,1,17
5096,Промышленные революции,9,uploaded,1,16
5095,Системы информационного обеспечения,11,uploaded,1,17
5094,Глобальные сети,10,uploaded,1,33
5093,Локальные сети,18,uploaded,1,33
5092,Индустрия 4.0,15,uploaded,1,18
5088,Венчурные фонды,17,uploaded,1,40
5086,Формы стимулирования инновационной деятельности,13,uploaded,1,283
5085,Оценка эффективности инноваций,10,uploaded,1,283
5084,Инновационные проекты,18,uploaded,1,283
5079,Организация информационного обеспечения инноваций,8,uploaded,1,283
5078,Средства поддержки принятия решений,8,uploaded,1,34
5077,Информационные ресурсы поддержки инновационной деятельности,8,uploaded,1,283
5076,IT-инфраструктура предприятия,14,uploaded,1,17
5075,Информационная политика в научно-технологической сфере,8,uploaded,1,37
5074,Национальные информационные ресурсы,8,uploaded,1,17
5073,Информационная среда государства,8,uploaded,1,17
5072,Информационная среда региона,8,uploaded,1,380
5071,IT-среда современного общества,8,uploaded,1,17
5070,﻿Инновационная деятельность,32,uploaded,1,283
5069,Проект «Форсайт компетенций 2030»,6,uploaded,1,283
5068,Национальные программы технологического форсайта,8,uploaded,1,283
5066,Преимущества форсайта,7,uploaded,1,283
5065,Использование патентных данных,8,uploaded,1,27
5063,Прогнозирование потребностей в компетенциях,5,uploaded,1,18
5062,Технологический форсайт компетенций,7,uploaded,1,283
5060,Формирование командного духа в условиях виртуальной команды,7,uploaded,1,30
5059,Требования к участникам виртуальной команды,7,uploaded,1,30
5058,Мотивации работы в виртуальной команде,7,uploaded,1,29
5057,Контроль работы виртуальной команды,7,uploaded,1,30
5056,Организация работы виртуальной команды,7,uploaded,1,30
5055,Интернет-коммуникации,7,uploaded,1,30
5054,Технология виртуального командообразования,7,uploaded,1,30
5051,Нечеткая логика,11,uploaded,1,14
5050,Структура систем интеллектуального управления,9,uploaded,1,14
5047,﻿Интеллектуальные системы,14,uploaded,1,14
5046,Научно-техническое развитие РФ,5,uploaded,1,283
5045,Актуальные глобальные технологические тренды,8,uploaded,1,283
5044,Мониторинг технологических трендов,9,uploaded,1,283
5042,Анализ технологических трендов,7,uploaded,1,283
5041,Рынок технологических инноваций,9,uploaded,1,283
5040,﻿Технологические тренды,19,uploaded,1,283
5039,Оценка эффективности реализации маркетинговой программы продвижения инновационных проектов,11,uploaded,1,283
5038,Составление маркетинговой программы продвижения инновационных проектов,11,uploaded,1,283
5037,Формирование маркетингового бюджета реализации инновационного проекта,10,uploaded,1,283
5036,Планирование коммуникационных стратегий продвижения инновационных проектов,9,uploaded,1,283
5035,Стратегический анализ направлений развития инновационных проектов,11,uploaded,1,283
5034,Организация маркетинга инновационных проектов,11,uploaded,1,283
5033,Управление маркетингом инновационных проектов,12,uploaded,1,283
5032,Эффективность реализации инновационных проектов,10,uploaded,1,283
5031,Особенности продвижения инновационного проекта,10,uploaded,1,283
5030,Маркетинговая экспертиза реализации инновационного проекта,9,uploaded,1,283
5029,Маркетинговый анализ инновационных проектов,11,uploaded,1,283
5028,Поиск рыночных возможностей реализации инновационных проектов,10,uploaded,1,283
5027,﻿Маркетинговая поддержка инновационных проектов,13,uploaded,1,283
5022,Тара и упаковочные материалы,12,uploaded,1,21
5021,Мойка и дезинфекция технологического оборудования,11,uploaded,1,21
5020,Тепловая обработка молока,11,uploaded,1,21
5019,Физические методы обработки молока,11,uploaded,1,21
5018,Мембранные методы обработки молока,11,uploaded,1,21
5017,Нормализация молока,11,uploaded,1,21
5016,Сепарирование молока,11,uploaded,1,21
5015,Механическая обработка молока,11,uploaded,1,21
5014,Приемка молока,11,uploaded,1,21
5013,Транспортирование молока,11,uploaded,1,21
5012,Организация закупок сырья,11,uploaded,1,21
5011,Требования к качеству заготовляемого молока,11,uploaded,1,21
5010,Реологические свойства пищевых продуктов,14,uploaded,1,21
5009,Методы контроля пищевых систем,10,uploaded,1,21
5008,Анализ молочных продуктов,9,uploaded,1,21
5007,Хроматографические методы,10,uploaded,1,21
5006,Электрохимические методы,10,uploaded,1,21
5005,Денсиметрические методы,9,uploaded,1,21
5004,Гравиметрические методы,9,uploaded,1,21
5003,Титриметрические методы анализа,9,uploaded,1,21
5002,Методы исследования готовой молочной продукции,9,uploaded,1,21
5001,Методы исследования сырья,15,uploaded,1,21
5000,Технология продуктов детского питания на молочной основе,6,uploaded,1,21
4999,Технология сливочного масла,6,uploaded,1,21
4998,Технология молочных консервов,6,uploaded,1,21
4997,Технология мороженого,6,uploaded,1,21
4996,Технология сливок,6,uploaded,1,21
4995,Технология питьевого молока,6,uploaded,1,21
4994,Цельномолочная отрасль молочной промышленности,6,uploaded,1,21
4993,Технология молочной продукции,29,uploaded,1,21
4992,Биотехнология творожных изделий,7,uploaded,1,21
4991,Биотехнология творога,7,uploaded,1,21
4990,Биотехнология сметанных продуктов,7,uploaded,1,21
4989,Биотехнология сметаны,7,uploaded,1,21
4988,Биотехнология кисломолочных напитков,7,uploaded,1,21
4987,Технология бактериальных заквасок,8,uploaded,1,21
4986,Виды применяемых заквасок,7,uploaded,1,21
4985,Функции  микроорганизмов в биотехнологии кисломолочных продуктов,8,uploaded,1,21
4984,Биотехнология кисломолочных продуктов,10,uploaded,1,21
4983,Технология плавленых сыров и сырных продуктов,15,uploaded,1,21
4982,Технология рассольных сыров,15,uploaded,1,21
4981,Технология мягких и свежих сыров,15,uploaded,1,21
4980,Биотехнология полутвердых сычужных сыров,15,uploaded,1,21
4979,Органолептическая оценка качества сыра,16,uploaded,1,21
4978,Созревание сыра,15,uploaded,1,21
4977,Посолка сыров,15,uploaded,1,21
4976,Формование и прессование сыров,15,uploaded,1,21
4975,Сбработка сгустка и сырного зерна,15,uploaded,1,21
4974,Свертывание молока,15,uploaded,1,21
4973,Молокосвертывающие ферменты,15,uploaded,1,21
4972,Бактериальные закваски,22,uploaded,1,21
4971,Подготовка молока,15,uploaded,1,21
4970,Общая технология сыра,15,uploaded,1,21
4969,Сыропригодность молока,15,uploaded,1,21
4968,Характеристика сыров,15,uploaded,1,21
4967,Биотехнология сыра,16,uploaded,1,21
4966,Аэрозоли,16,uploaded,1,24
4965,Эмульсии,16,uploaded,1,24
4964,Структурная вязкость,16,uploaded,1,24
4963,Вязкость коллоидных растворов,17,uploaded,1,24
4962,Кинетика коагуляции,19,uploaded,1,24
4961,Электрокинетические явления,17,uploaded,1,24
4960,Поверхностно-активные вещества,19,uploaded,1,24
4959,Капиллярная конденсация,16,uploaded,1,24
4958,Адсорбция,37,uploaded,1,24
4957,Рассеяние света в коллоидных растворах,17,uploaded,1,24
4956,Устойчивость дисперсных систем,17,uploaded,1,24
4955,Диффузия,17,uploaded,1,24
4954,Броуновское движение коллоидных частиц,17,uploaded,1,24
4953,Очистка коллоидных растворов,18,uploaded,1,24
4952,Химическая конденсация,17,uploaded,1,24
4951,Диспергирование,18,uploaded,1,24
4950,Дисперсные системы,19,uploaded,1,24
4949,Коллоидные системы,19,uploaded,1,24
4948,"Физическая химия, химия ВМС, биотехнология новых материалов",28,uploaded,1,24
4947,Капиллярные вискозиметры,97,uploaded,1,20
4946,Ротационные вискозиметры,96,uploaded,1,20
4945,Приборы для реологических исследований,10,uploaded,1,20
4944,Структурно-механические свойства пищевых продуктов,12,uploaded,1,21
4943,Структура пищевых продуктов,9,uploaded,1,21
4942,Реологические уравнения течения,9,uploaded,1,20
4941,Дисперсные системы,16,uploaded,1,20
4940,Деформация,12,uploaded,1,20
4939,Вязкость,11,uploaded,1,20
4938,Неньютоновские материалы,9,uploaded,1,20
4937,Реология,120,uploaded,1,20
4936,Эволюция геномов,11,uploaded,1,21
4935,Видообразование,8,uploaded,1,21
4934,Многообразие белковых молекул,12,uploaded,1,21
4933,Количественная генетика,13,uploaded,1,21
4932,Геном,14,uploaded,1,21
4931,Регуляция работы гена,15,uploaded,1,21
4930,Фенотип,8,uploaded,1,21
4929,Ген,15,uploaded,1,21
4928,Типы клеточной организации,10,uploaded,1,21
4927,Биология,77,uploaded,1,21
4926,Поиск подстроки с ошибками,-1,"",,17
4925,Мера сходства последовательностей,-1,"",,17
4923,Создание интерактивных прототипов,9,"",,17
4922,Быстрое прототипирование,11,"",,17
4921,Проектирование функциональности,9,"",,17
4920,Методы анализа интерфейса,10,"",,17
4919,Оценка качества обучения,-4,"",,14
4918,Сложность моделей машинного обучения,-6,"",,14
4917,Коллаборативная фильтрация,-2,"",,14
4916,Выделение признаков,-8,"",,14
4915,Анализ размерности данных,-1,"",,14
4913,Мульти-агентное обучение с подкреплением,4,uploaded,1,14
4912,Иерархическое обучение с подкреплением,4,uploaded,1,14
4911,Оценка функции ценности,4,uploaded,1,14
4910,Обучение на основе моделей,4,uploaded,1,14
4909,Обучение по временной разнице,4,uploaded,1,14
4908,Обучающие методы Монте-Карло,4,uploaded,1,14
4907,Марковские процессы принятия решений,-1,uploaded,1,14
4906,Поддержка приложения,7,uploaded,1,17
4905,Продвижение приложения,7,uploaded,1,17
4904,Публикация приложения,7,uploaded,1,17
4903,Тестирование и отладка мобильных приложений,11,uploaded,1,17
4902,Инструментарий разработки мобильных приложений,9,uploaded,1,17
4901,Паттерны проектирования мобильных приложений,9,uploaded,1,17
4900,Принципы построения интерфейса,9,uploaded,1,17
4899,Виды мобильных устройств,8,uploaded,1,17
4898,Особенности разработки для мобильных устройств,10,uploaded,1,17
4896,Семантика в стиле передачи продолжений,6,uploaded,1,17
4895,Семантика малого шага,6,uploaded,1,17
4894,Простейший язык выражений и присваиваний,6,uploaded,1,17
4893,Эквивалентность программ и семантик,6,uploaded,1,17
4892,Стили семантики,6,uploaded,1,17
4891,Семантика языков программирования,9,uploaded,1,50
4890,Элементарные топосы,18,uploaded,1,11
4889,Классификатор подобъектов,18,uploaded,1,11
4888,Локально декартово замкнутые категории,18,uploaded,1,11
4887,Гейтинговы категории,18,uploaded,1,11
4886,Когерентные категории,18,uploaded,1,11
4885,Регулярные категории,18,uploaded,1,11
4884,Категории предпучков,18,uploaded,1,11
4883,Hom-функторы,18,uploaded,1,11
4882,Монады,17,uploaded,1,11
4881,Сопряженные функторы,17,uploaded,1,11
4880,Подкатегории,17,uploaded,1,11
4879,Эквивалентность категорий,18,uploaded,1,11
4878,Декартово замкнутые категории,17,uploaded,1,11
4877,Начальные объекты,18,uploaded,1,11
4876,Терминальные объекты,18,uploaded,1,11
4875,Эпиморфизмы,18,uploaded,1,11
4874,Мономорфизмы,18,uploaded,1,11
4873,Изоморфизмы,18,uploaded,1,11
4872,Теория категорий,20,uploaded,1,11
4870,ERC-20,8,uploaded,1,17
4869,Работа с токенами,9,uploaded,1,17
4868,Использование ETH,8,uploaded,1,17
4867,Смарт-контракт,8,uploaded,1,17
4866,Ethereum,9,uploaded,1,17
4865,Блокчейн,14,uploaded,1,17
4863,Молекулярная динамика,49,uploaded,1,17
4862,Силовые поля,48,uploaded,1,17
4861,Молекулярная механика,60,uploaded,1,17
4860,Базы данных белковых семейств,48,uploaded,1,17
4859,Фреймворк Rosetta,49,uploaded,1,17
4858,Моделирование пространственной структуры белков,49,uploaded,1,17
4857,Фолдинг биополимеров,49,uploaded,1,17
4856,Механизмы узнавания антител,49,uploaded,1,17
4855,Докинг макромолекул,48,uploaded,1,17
4854,Молекулярный докинг,52,uploaded,1,17
4853,Хемоинформатика,53,uploaded,1,17
4852,Поиск новых биоактивных молекул,49,uploaded,1,17
4851,Крупнозернистые модели нуклеиновых кислот,49,uploaded,1,57
4850,Предсказание вторичной и пространственной структур нуклеиновых кислот,49,uploaded,1,57
4849,Строение нуклеиновых кислот,49,uploaded,1,57
4848,Визуализация и анализ структур биомолекул в PyMol,49,uploaded,1,17
4847,Онлайн-банк структур биомолекул Protein Data Bank,49,uploaded,1,17
4846,Экспериментальные методы определения структур биомолекул,49,uploaded,1,21
4845,Синтез геномов,17,uploaded,1,21
4844,Синтез генов,19,uploaded,1,21
4843,Химический синтез олигонуклеотидов,15,uploaded,1,21
4842,Генная терапия,22,uploaded,1,107
4841,Биотехнология животных,12,uploaded,1,21
4840,Геномное редактирование,16,uploaded,1,21
4839,Биотехнология растений,15,uploaded,1,21
4838,Геномные подходы в биоинженерии,18,uploaded,1,21
4837,Секвенирование ДНК,17,uploaded,1,21
4836,Биотехнология микроорганизмов,27,uploaded,1,21
4835,Сайт-специфический мутагенез,16,uploaded,1,21
4834,Полимеразная цепная реакция,15,uploaded,1,21
4833,Бактериальные штаммы,20,uploaded,1,21
4832,Плазмиды,15,uploaded,1,21
4831,Гель-электрофорез,15,uploaded,1,21
4830,Лигирование,15,uploaded,1,21
4829,Рестрикция,15,uploaded,1,21
4828,Генная инженерия,43,uploaded,1,21
4827,Чистые системы типов,11,uploaded,1,17
4826,Зависимые типы,11,uploaded,1,17
4825,Операторы над типами,11,uploaded,1,17
4824,Системы типов высших порядков,11,uploaded,1,17
4823,Экзистенциальные типы,11,uploaded,1,17
4822,Универсальные типы,11,uploaded,1,17
4821,Полиморфные типы,11,uploaded,1,17
4820,Рекурсивные типы,11,uploaded,1,17
4819,Подтипы,11,uploaded,1,17
4818,Ссылочные типы,11,uploaded,1,17
4817,Типизация расширений,11,uploaded,1,17
4816,Простые типы,11,uploaded,1,17
4815,Равенство в теории типов,8,uploaded,1,17
4814,Сюръективные функции,8,uploaded,1,17
4813,Пропозициональное обрезание,8,uploaded,1,17
4812,Функциональная экстенсиональность,8,uploaded,1,17
4811,Коиндуктивные типы данных,8,uploaded,1,17
4810,Индуктивные определения предикатов,8,uploaded,1,17
4809,Система модулей agda,8,uploaded,1,17
4808,Типы данных с индексами,10,uploaded,1,17
4807,Базовые конструкции теории типов,8,uploaded,1,17
4804,Процедуры и функции,11,uploaded,1,17
4803,Конструкции управления,14,uploaded,1,17
4798,Компиляторы,15,uploaded,1,17
4797,Многопоточность,17,uploaded,1,17
4796,Препроцессор (макросы),9,uploaded,1,17
4795,SFINAE,10,uploaded,1,17
4794,Нововведения С++11/14,10,uploaded,1,50
4793,Ввод/вывод,10,uploaded,1,17
4792,Строки,13,uploaded,1,17
4791,Исключения,10,uploaded,1,17
4790,Функторы,28,uploaded,1,17
4789,Perfect forwarding,10,uploaded,1,17
4788,Move semantics,10,uploaded,1,17
4787,Стандартная библиотека,22,uploaded,1,17
4786,Программирование на C++,15,uploaded,1,50
4785,Архитектура IPv6,8,uploaded,1,17
4784,Конфигурирование компьютерных сетей,9,uploaded,1,17
4783,Доменная система имен,9,uploaded,1,17
4782,Прикладные протоколы,7,uploaded,1,17
4781,Структуризация сетей,7,uploaded,1,17
4780,Архитектура TCP/IP,9,uploaded,1,17
4779,Архитектуры компьютерных сетей,9,uploaded,1,17
4778,Deep Voice,-1,uploaded,1,14
4777,Генерация речи по тексту,0,uploaded,1,14
4776,Генерация речи,2,uploaded,1,14
4775,Кодирование звукового сигнала,10,uploaded,1,14
4774,Частотновременной тайлинг,10,uploaded,1,14
4773,Спектральные признаки,10,uploaded,1,14
4772,Преобразование Фурье,146,uploaded,1,14
4770,Теорема сэмплирования,10,uploaded,1,14
4769,Дискретизация,12,uploaded,1,14
4768,Спектральная обертка,10,uploaded,1,14
4767,Выделение акустических признаков,12,uploaded,1,14
4766,Диалоговые системы,20,uploaded,1,14
4765,Вопросно-ответный поиск,5,uploaded,1,14
4764,Извлечение информации,4,uploaded,1,14
4763,Вычислительная  семантика,6,uploaded,1,14
4762,Анализ тональности,5,uploaded,1,14
4761,Синтаксический анализ текста,61,uploaded,1,14
4760,Автоматическое реферирование,5,uploaded,1,14
4759,Языковые модели,7,uploaded,1,14
4758,Морфологический анализ,8,uploaded,1,14
4757,Обработка естественного языка,22,uploaded,1,14
4756,Маркерные гены,11,uploaded,1,17
4755,Гомология последовательностей и семейства генов,18,uploaded,1,17
4754,Коалесцентные методы,10,uploaded,1,17
4753,Генетика популяций,11,uploaded,1,17
4752,Байесовские методы восстановления филогении,10,uploaded,1,17
4751,Укоренение филогенетических деревьев,10,uploaded,1,17
4750,Сравнение филогенетических деревьев,10,uploaded,1,17
