id;description
25046;Курс изучает проблемы оценки качества оптических элементов и оптических систем на этапах их изготовления и аттестации. Рассматриваются общие подходы к организации установок для контроля и измерения различных показателей качества, таких как форма волнового фронта и его характеристики, а также методы контроля оптических поверхностей (плоских, сферических и асферических) и неоднородности показателя преломления. Основное внимание уделяется интерферометрическим методам контроля, математическому описанию волновых фронтов и обработке интерферограмм. Лабораторный практикум дает возможность получения навыков работы с реальными оптическими элементами, настройки приборов для оптических измерений и контроля качества оптики, и обработки данных реальных измерений.
25047;"Дисциплина ""Метрология оптико-цифровых систем"" направлена на изучение методов измерения параметров и характеристик основных типов матричных фотоприёмных устройств и камер на их основе, а также оптико-электронных приборов. Дисциплина предназначена для тех, кто хочет заниматься исследованиями и разработками в области оптотехники и оптико-электронного приборостроения, лазерной техники."
25048;Курс «Методы обработки изображений» посвящен методами обработки изображения, включая изучение основных цветовых моделей и их преобразования, методы поэлементной обработки, включая препарирование изображений. Основной акцент делается на методах улучшения изображения и восстановления с использованием различных методов фильтрации.
25049;"Целью дисциплины являются изучение этапов проектно-конструкторской деятельности; методов научных исследований в области проектирования, конструирования оптических приборов, а также теоретических основ конструирования, взаимосвязей, расчета и определений целевых показателей качества конструируемого объекта, методов повышения показателей качества приборов при проектировании. Дисциплина дает знания методов расчета и моделирования в процессе конструкторской деятельности."
25061;Глубинное обучение - популярная область, в которой используются нейронные сети сложной архитектуры. Такие системы дают лучшие результаты в таких областях как обработка изображений и видео, звука и текста. В курсе будут рассмотрены основные типы архитектур, принципы работы и обучения глубоких нейронных сетей. Помимо этого студенты получат практические навыки по вышеупомянутым областям применения.
25062;Машинное обучение - подход к решению задачи, в котором вместо прямого задания аналитического или вычислительного метода, мы задаем общий вид решения и алгоритм подбора точного вида. В курсе будут рассмотрены основные типы алгоритмов, принципы их работы и обучения. Помимо этого студенты получат практические навыки по вышеупомянутым областям применения.
25063;Данный курс представляет собой начальное введение в область языков программирования, компиляторов и других языковых инструментов. Будут сформулированы некоторые основные понятия и подходы в данной области, такие, как операционная семантика языков программирования, промежуточное представление программ, интерпретация, преобразования программ и т.д., и показано, как эти понятия и подходы решают важные и интересные практические задачи. Предполагается, что слушатели в процессе выполнения заданий к концу курса реализуют полноценный компилятор в машинный код для простого, но вполне функционального языка императивного программирования, содержащего выражения, присваивания, конструкции управления, функции и динамические структуры данных. В качестве основного инструмента в рамках курса будет использована cреда программирования OCaml.
25066;Изучение особенностей безопасности жизнедеятельности в биотехнологии и биоинженерии.
25067;В дисциплине рассмотрены основные понятия и классификация процессов и аппаратов. Изложены основы теории моделирования процессов и аппаратов. Разобраны вопросы прикладной гидравлики. Даются теоретические и практические аспекты проведения гидромеханических, теплообменных, массообменных (в том числе мембранных) процессов, а также показано их практическое применение в химических отраслях промышленности.
25068;"Целью является освоение теоретических знаний и приобретение умений и навыков по изучению принципов и методов управления техносферной безопасностью как в РФ, так и на каждом предприятии, организации служб и работ по управлению техносферной безопасностью; освоение студентами теоретических и практических знаний и приобретение умений навыков, направленных на: формирование готовности использовать знания по организации охраны труда, охраны окружающей среды и безопасности в чрезвычайных ситуациях на объектах экономики; способности использовать знание организационных основ безопасности различных производственных процессов в чрезвычайных ситуациях; способностью организовывать, планировать и реализовывать работу исполнителей по решению практических задач обеспечения безопасности человека и окружающей среды; способностью применять действующие нормативные правовые акты для решения задач обеспечения безопасности объектов защиты."
25069;Целью учебного пособия является предоставление студентам основных сведений о современных подходах к разработке технических и программных средствах технологических процессов
25075;Венчурное инвестирование является одним из самых прибыльных на рынке, но при этом высокорискованным. Венчурные инвесторы зарабатывают на продаже своей доли в компании, в которую вложены их средства. В рамках дисциплины анализируются особенности венчурного инвестирования, развития стартапов и стратегии выхода инвесторов из компании. Студенты изучат опыт работы венчурных фондов и стартапов, на реальных кейсах рассмотрят удачные и неудачные примеры развития компаний.
25076;Новые конкуренты, цифровизация продуктов и услуг, а также непредвиденные события меняют наш бизнес, экономику и глобальное общество. Существует множество возможных путей к успеху для хороших идей. В этом курсе мы попробуем выйти за рамки универсального подхода к стартапам и вместо этого сфокусируемся на основных вариантах выбора, с которыми сталкиваются основатели при создании и масштабировании своего бизнеса. В то же время как инновации в области продуктов и услуг необходимы для того, чтобы оставаться впереди, инновации в бизнес-моделях важны для обеспечения долгосрочных конкурентных преимуществ. Курс Стартап и инновационное бизнес-моделирование демонстрирует логику изучения бизнес-модели и ее последствий для организационной структуры, что поможет улучшить подход будущей организации к инновациям и созданию потребительской ценности.
25077;В курсе рассматриваются фундаментальные понятия теории вероятностей, а именно: аксиомы вероятности, независимость, теорема Байеса, случайные величины и распределения, числовые характеристики случайных величин и предельные теоремы теории. В результате освоения курса обучающиеся сформируют фундамент для освоения смежных дисциплин и приложений теории вероятностей
25079;"Дисциплина ""Алгоритмы и структуры данных"" представляет собой вводный курс в компьютерные алгоритмы и структуры данных. В нем достаточно подробно и просто описаны наиболее известные алгоритмы, что позволяет приобщиться к их анализу и разработке студентам с базовыми знаниями в математике,  программировании и унифицированных пакетов программ. В курсе описаны одни из самых популярных постановок задач, которые часто являются составной частью более сложных практических задач и предложены стандартные пути их решения. Все представленные в курсе алгоритмы сопровождаются описаниями подходов для анализа их производительности, что дает достаточную теоретическую и практическую подготовку для самостоятельной разработки и последующего анализа алгоритмов прошедшими курс студентами."
25080;В курсе рассматриваются статистические методы и задачи, непосредственным образом связанные с обработкой и анализом данных, а именно: описательные статистики, точечные и интервальные оценки параметров, проверка статистических гипотез, линейные статистические модели. В результате освоения курса обучающиеся смогут применить полученные знания, навыки и умения в профессиональной деятельности и сформируют фундамент для освоения смежных дисциплин и приложений математической статистики
25082;Дисциплина направлена на освоение студентами основных методов математической физики. Она предназначена для тех, кто намерен активно и осознанно использовать математический аппарат в физических исследованиях. Программа охватывает изучение основных методов теории уравнений в частных производных эллиптического, гиперболического и параболического типов (основного аппарата физики), теории интегральных уравнений, теории операторов, теории обобщенных функций, вариационного исчисления. Основная цель курса – сделать методы математической физики рабочим инструментом студентов, ориентированных на физические исследования, открыть для них общий математический взгляд на физические проблемы, который позволяет выявлять общие закономерности в разнородных физических явлениях.
25085;Дифференциальные уравнения являются мощным инструментом математического моделирования физических, химических, биологических, экономических, а также многих других процессов и явлений. В результате прохождения курса обучающиеся приобретут базовые навыки работы с дифференциальными уравнениями, в частности, научатся аналитически находить решения некоторых типов уравнений и их систем. Кроме того, обучающиеся получат представление о том, как дифференциальные уравнения могут быть использованы в прикладных областях знания.
25117;Дифференциальные уравнения являются мощным инструментом математического моделирования физических, химических, биологических, экономических, а также многих других процессов и явлений. В данном курсе изучаются различные типы обыкновенных дифференциальных уравнений и их систем. Подробно рассматриваются как способы явного нахождения решений, так и качественные методы исследования. Изложение теории сопровождается конкретными примерами из прикладных областей знания.
25118;В курсе изучаются аналитические и алгебраические методы исследования гладких многообразий - классическому разделу математики, необходимому любому специалисту, использующему математические методы. Начиная с основных понятий и конструкций метрической и общей топологии, слушатели познакомятся с базовой теорией гомотопий, гладкими многообразиями, векторными полями и потоками на них. Также студенты познакомятся с дифференциальными формами, интегрированием на многообразиях, группами и алгебрами Ли. Завершает курс риманова геометрия и связанные с ней вариационные задачи.
25122;В курсе рассматриваются основные алгоритмы и структуры данных, в том числе связанные типы, контейнерные типы, и вопросы управления ими в компьютерных программах. В качестве упражнений предлагается реализация задач на языке С++. Также студенты получают навыки работы с библиотекой STL. В конце курса обсуждаются наиболее известные алгоритмы, оказавшие значительное влияние развитие различных областей науки.
25141;Цели и задачи курса: Курс направлен на знакомство с классическим машинным обучением в его современном виде, включая глубокое обучение, рекуррентные сети, автоэнкодеры, генеративно-состязательные сети и обучение с подкреплением. В рамках курса студенты приобретают практические навыки использования Python для машинного обучения и пакета PyTorch в частности. Обучение происходит на примерах из областей, в которых изучаемые подходы наиболее эффективно используются, включая распознавание образов, генерацию текстов, генерацию изображений. Формируется понимание того, какие задачи в работе физика могут быть решены с помощью машинного обучения, приводятся примеры успешного решения физических задач методами машинного обучения. Ожидаемые результаты: После успешного освоения курса студенты знают основные методы машинного обучения, современные подходы к решению задач искусственного интеллекта, умеют самостоятельно решать типовые задачи с помощью искусственных нейронных сетей с помощью фреймворка PyTorch, понимают принципы функционирования нейронных сетей, методы верификации, обладают навыками самостоятельной идентификации задач, пригодных для решения методами машинного обучения, выбора подходящего метода. Актуальность, новизна, значимость и уникальность: Машинное обучения в последние несколько лет начало успешно применяться в физике и других науках, позволяя значительно поднять продуктивность исследователей. Ежегодно публикуются десятки статей про применение машинного обучения в физики и их число только растет. Данный курс призван подготовить специалистов, готовых самостоятельно использовать методы машинного обучения, делая особенный акцент на корректности использования методов, верификации результатов. В рамках курса раскрываются современные подходы к решению задач машинного обучения, опубликованные в научной литературе в последние годы и используемые в современном коммерческом и свободной программном обеспечении. Лабораторные работы выполняются с использованием фреймворка PyTorch, который достаточно прост в освоении студентами, при этом достаточно производителен для решения практических задач физики. Отличительной чертой курса является то, что предпринимается попытка обоснования почему каждый конкретный метод и конкретная архитектура нейронной сети позволяет успешно решить конкретную задачу, для чего проводятся параллели с хорошо обоснованными подходами классического программирования.
25142;В курсе рассматриваются фундаментальные понятия теории вероятностей, а именно: аксиомы вероятности, независимость, теорема Байеса, случайные величины и распределения, числовые характеристики случайных величин и предельные теоремы теории. В результате освоения курса обучающиеся сформируют фундамент для освоения смежных дисциплин и приложений теории вероятностей
25143;В курсе рассматриваются фундаментальные понятия теории вероятностей, а именно: аксиомы вероятности, независимость, теорема Байеса, случайные величины и распределения, числовые характеристики случайных величин и предельные теоремы теории. Кроме того, обучающиеся познакомятся с элементами теории случайных процессов: стационарными и гауссовскими процессами, цепями и процессами Маркова. В результате освоения курса обучающиеся сформируют фундамент для освоения смежных дисциплин и приложений теории вероятностей
25144;Изучается дифференциальное и интегральное исчисление функций комплексного переменного, ряды Тейлора и Лорана, теория вычетов и конформные отображения.
25155;Дифференциальные уравнения являются мощным инструментом математического моделирования физических, химических, биологических, экономических, а также многих других процессов и явлений. В результате прохождения курса обучающиеся приобретут базовые навыки работы с дифференциальными уравнениями, в частности, научатся аналитически находить решения некоторых типов уравнений и их систем. Кроме того, обучающиеся получат представление о том, как дифференциальные уравнения могут быть использованы в прикладных областях знания.
25156;Дифференциальные уравнения являются мощным инструментом математического моделирования физических, химических, биологических, экономических, а также многих других процессов и явлений. В данном курсе изучаются различные типы обыкновенных дифференциальных уравнений и их систем. Подробно рассматриваются как способы явного нахождения решений, так и качественные методы исследования. Изложение теории сопровождается конкретными примерами из прикладных областей знания.
25312;"В рамках  дисциплины ""Современные научные и технические проблемы лазерной индустрии"" рассмотрено положение лазерной индустрии в структуре инновационной экономики, тенденции и ключевые современные проблемы научно-технического развития, тренды развития лазерной индустрии В рамках дискуссий на практических занятиях обучающиеся формируют навыки выявления проблем, анализа решений и выстраивания аргументации при проведении исследований в области индустриальных лазерных технологий."
25355;Эта дисциплина нацелена на анализ использования современных интеллектуальных технологий для разработки веб-ресурсов. Студенты изучают кейсы использования машинного обучения для совершенствования UX.
25500;"В рамках дисциплины рассматриваются:
-физические ограничения параметров электронных компьютеров; 
-возможности оптических систем по передаче, записи и обработке информации; 
-принципы работы оптических и квантовых компьютеров; 
-основы теории информации оптических систем; 
-лазерные системы для оптоинформатики; 
-полупроводниковые приборы для оптоинформатики;
-перспективные области развития оптических информационных технологий."
25582;"В Дисциплине ""Оптотехнические системы технологических лазеров"" рассмотрены основные принципы построения оптических систем для лазерных комплексов, применяемых для обработки материалов, печати двумерных и изготовления трехмерных объектов, зондирования пространства. Рассмотрены базовые типы оптических элементов и систем для формирования лазерного пятна, амплитудно-фазовых преобразований профиля интенсивности лазерных пучков и их перемещения в пространстве для применения в промышленных, микро- и нанотехнологиях."
25633;В процессе изучения дисциплины студенты знакомятся с алгоритмами машинного обучения. Изучаются библиотеки языка программирования python для анализа данных.
25647;Рассматриваются общие представления о биотехнологии и ее важнейших объектах, изучаются основы клеточной и тканевой инженерии. Особенности условий криовоздействия на клеточные структуры в нестационарных и стационарных условиях. Энзиматические технологии. Основные методы, технологии получения интерферонов, вакцин и моноклональных антител. Основные направления развития и риски нанобиотехнологии. Решение вопросов экологической биотехнологии. Биологическая безопасность, меры ее обеспечения и контроль.
25652;Курс готовит будущих бакалавров Университета ИТМО как научно-исследовательского университета к общению в научной среде
25731;Дисциплина «Основы планирования научных исследований и управления научно-исследовательскими проектами в сфере материаловедения и нанотехнологий» ориентирована на ознакомление студентов с основными этапами научных исследований, методами сбора и систематизации научной информации, а также на овладение навыками выбора темы научного исследования, подготовки проекта и написания заявки на соискание грантов в области нанотехнологий. Курс развивает умение анализировать и разрабатывать проектную документацию, грамотно осуществлять планирование и организацию научных исследований.
25732;"The course ""Basics of Research Planning and Management of Scientific Research in the Field of Materials Science and Nanotechnology"" is oriented to familiarise students with the main stages of scientific research, methods of collection and systematisation of scientific information, as well as to master skills of selecting research topic, project preparation and writing grant application in the field of nanotechnology. The course develops the ability to analyse and develop project documentation, competently carry out planning and organisation of scientific research."
25736;В процессе изучения дисциплины рассматриваются состав и структура технической документации на программные средства, изучаются стандарты, нормирующие техническую документацию на программное обеспечение и автоматизированную систему. На основе полученных знаний будет определен состав технической документации на конкретное программное обеспечение или автоматизированную систему. Результатом изучения дисциплины станет разработанный комплект технической документации. Порядок оценки освоения обучающимися учебного материала определяется содержанием следующих разделов (модули) дисциплины: 1) Техническая документация в сфере информационных технологий. 2) Технический писатель - специалист по технической документации в области информационных технологий. 3) Национальные и международные стандарты на техническую документацию в сфере информационных технологий и ее разработку. 4) Оформление технической документации. 5) Разработка технического задания на программное обеспечение. 6) Программные документы. 7) Эксплуатационные документы. 8) Внесение изменений в техническую документацию
25741;"Порядок оценки освоения обучающимися учебного материала определяется содержанием следующих разделов (модули) дисциплины: 1. Коммуникация и её основные формы. 2. Понятие и сущность культуры. Взаимодействие культур. 3. Межкультурная коммуникация и её основные черты. 4. Невербальная и вербальная коммуникация. Каждый из четырех модулей включает в себя по четыре лекционных занятия. С темами занятий Вы можете ознакомиться в разделе ""Темы"" (см. ниже)."
25746;Цель дисциплины: формирование у обучающихся компетенций по построению систем информационного поиска. В рамках дисциплины рассматриваются: Ознакомление с основами информационного поиска. Разбирается архитектура систем информационного поиска и классические задачи, решаемые подобными системами: Методы построения индекса, исправление поискового запроса, поиск релевантных документов, ранжирование.
25773;Дифференциальные уравнения являются мощным инструментом математического моделирования физических, химических, биологических, экономических, а также многих других процессов и явлений. В данном курсе изучаются различные типы обыкновенных дифференциальных уравнений и их систем. Подробно рассматриваются как способы явного нахождения решений, так и качественные методы исследования. Изложение теории сопровождается конкретными примерами из прикладных областей знания.
30918;"Целью освоения дисциплины является достижение следующих результатов обучения: 
Знания: принципы комплексного обеспечения функциональной безопасности, выявления требований функциональной безопасности к киберфизическим системам.
Умения: расчет показателей функциональной безопасности. 
Навыки: оценки киберфизических систем с точки зрения функциональной безопасности."
30987;В рамках курса «механика сплошных сред» рассматриваются следующие разделы: основы тензорного исчисления, механика деформируемого твердого тела, механика жидкости и газа, реологические модели материалов, способы описания движения сплошной среды, основные характеристики напряженно-деформируемого состояния сплошной среды, интегральную и дифференциальную формы законов сохранения, законы термодинамики. Обучающиеся осваивают математический аппарат тензорного исчисления, основные методы описания деформации сред, способы описания упругих свойств изотропных и анизотропных материалов, строят полные системы уравнений поведение сред, ставят для них краевые и начальные условия.
30994;Изучаются методы формирования цифрового видеосигнала, основные методы компрессии цифрового видеосигнала с потерями и без потерь, методы и алгоритмы обработки цифрового видеосигнала с целью шумоподавления и улучшения качества изображения, методы выделения переднего плана и выделения объектов, методы обнаружения и распознавания объектов в том числе и с использованием глубокого обучения.
30998;Курс раскрывает теоретические и практические вопросы построения измерительных оптико-электронных систем технического зрения, вопросы исследования и подбора камер для измерительной аппаратуры, основные приемы обработки оптических сигналов, особенности выполнения энергетического и точностного расчетов. Рассматриваются методики энергетической калибровки видеокамер для измерительных систем технического зрения. Лабораторный практикум направлен на формирование навыков эксплуатации видеоинформационных систем, реализующих принципы технического зрения на основе анализа измерительной информации об объектах контроля.
30999;В результате освоения дисциплины будут получены навыки выбора, реализации и применения методов обработки медицинских изображений в зависимости от особенностей их формирования, будет получен опыт работы с современными медицинскими системами визуализации, а также сформированы компетенции по корректному анализу и интерпретации биомедицинских данных. Полученные навыки востребованы как в клинической практике, так и в научных исследованиях в области биологии и экспериментальной медицины.
31000;Курс знакомит студентов с современными многоканальными системам, их особенностям построения и алгоритмами обработки изображений, получаемых с нескольких измерительных каналов, а также схемы построения тепловизионных систем. Полученные навыки найдут применение в задачах дистанционного зондирования земли, системах безопасности, трехмерной реконструкции, расширения динамического диапазона яркости (HDR), дополненной реальности и многих других.
31001;"Дисциплина нацелена на формирование у обучающихся профессиональных компетенций в области проектирования, исследования и эксплуатации интеллектуальных систем безопасности, обеспечивающих комплексную защиту объектов различного назначения. Анализируется роль систем технического зрения и искусственного интеллекта в кардинальном изменении подхода к обеспечению безопасности и существенном повышении ее уровня в современном мире. Рассматриваются особенности формирования архитектуры и состава интегрированных комплексных систем безопасности, включающих в себя цифровые системы, оснащенные алгоритмами компьютерного зрения, которые позволяют осуществлять ситуационный мониторинг в общественных местах, на производственных объектах и на транспортных узлах. Приобретаются знания актуальных нормативных и руководящих документов, регламентирующих требования к сопроводительной документации при проектировании систем технического зрения, интегрированных в состав комплексных автоматизированных систем безопасности; Рассматриваются: принципы построения и способы интеграции и взаимодействия различных элементов систем безопасности, принципы и критерии обоснованного выбора элементов цифровых систем безопасности, реализующих алгоритмы видеоаналитики и технического зрения. Формируются умения применять перспективные методы решения задач в области проектирования и исследования комплексных автоматизированных систем безопасности, ориентироваться в типовых программных средствах для организации выполнения технических расчетов, анализировать достоинства и недостатки альтернативных вариантов при выборе программных и аппаратных средств разрабатываемых систем. Обучающиеся приобретают навыки: формирования концепции обеспечения комплексной безопасности объекта защиты, использования методики выбора варианта охраны объекта и комплекса интеллектуальных средств обеспечения безопасности в соответствии с требованиями к укрепленности объекта. Использование командного подхода в обучении формирует готовность у магистрантов к организации работы коллектива, определению порядка выполнения работ, реализации согласованных действия по достижению технической эффективности проектируемой системы с использованием современных информационных технологий."
